cc_num,first,last,trans_num,trans_date,trans_time,unix_time,category,merchant,amt,merch_lat,merch_long,is_fraud
30260722249657,Debra,Davis,d5190b3cf35cbaad6309a24061b3fb6e,2012-01-03T00:00:00.000+05:30,22:00:33,1325628033,grocery_pos,Stracke-Lemke,104,42.227758,-83.298898,1
5157436163845247,Sara,Crawford,df4048734784450c24ea941a82969573,2012-01-03T00:00:00.000+05:30,22:04:16,1325628256,grocery_pos,Stracke-Lemke,1314,36.598734,-120.395032,1
5157436163845247,Sara,Crawford,a16baf75fd5376eb71f38a5bb81a7fdc,2012-01-03T00:00:00.000+05:30,22:07:06,1325628426,grocery_pos,Heidenreich PLC,1113,36.628869,-120.537268,1
30260722249657,Debra,Davis,0ab92de62c83e784e8885b026ab4ee4d,2012-01-03T00:00:00.000+05:30,22:21:34,1325629294,grocery_pos,Deckow-OConner,105,41.648264,-84.903294,1
30260722249657,Debra,Davis,9b394b654aec4ef477ad4d44e4de580c,2012-01-03T00:00:00.000+05:30,22:44:35,1325630675,shopping_net,"Ruecker, Beer and Collier",98,40.945842,-83.780352,1
4515092388857440,Timothy,Silva,60698d9de62dacda8c34316f13174e62,2012-01-03T00:00:00.000+05:30,22:58:27,1325631507,travel,"Schroeder, Wolff and Hermiston",448,42.890426,-84.53632,1
4515092388857440,Timothy,Silva,d5e23e4d28b82fc44b1651d607bb9d43,2012-01-03T00:00:00.000+05:30,23:00:28,1325631628,shopping_net,Boyer PLC,285,41.204289,-83.96209,1
5132731018032805,Scott,Robertson,2eaab188a4252b884fa79100556c56cb,2012-01-04T00:00:00.000+05:30,00:16:54,1325636214,shopping_pos,"Nitzsche, Kessler and Wolff",384,33.534171,-108.354897,1
30260722249657,Debra,Davis,0caa0f796b313457ecd98954277da075,2012-01-04T00:00:00.000+05:30,01:05:17,1325639117,grocery_net,Rowe-Vandervort,112,42.629044,-82.562647,1
30260722249657,Debra,Davis,56d15fc5637957b8a7145cd6ad3e690d,2012-01-04T00:00:00.000+05:30,01:09:43,1325639383,misc_net,Dooley-Thompson,110,41.119882,-82.534468,1
348933408404369,Holly,Martinez,5bd0837ed03161bff78ce69294af3dce,2012-01-04T00:00:00.000+05:30,01:14:11,1325639651,misc_net,"Bernier, Volkman and Hoeger",2028,33.656883,-81.448725,1
348933408404369,Holly,Martinez,06c94aeac8a9b9fea3341ac0f9a80882,2012-01-04T00:00:00.000+05:30,02:01:36,1325642496,misc_net,Huel Ltd,1147,33.913417,-82.950487,1
180036251237802,Melissa,James,ae03ccfc99fdd4029aad7074423ea544,2012-01-04T00:00:00.000+05:30,02:16:17,1325643377,misc_net,Miller-Harris,995,36.441415,-84.621751,1
4515092388857440,Timothy,Silva,fbbdf4388ce61d9d636bfafa6adac40c,2012-01-04T00:00:00.000+05:30,02:24:03,1325643843,misc_net,"Johnson, Runolfsdottir and Mayer",980,40.792101,-83.604083,1
180036251237802,Melissa,James,4eac5b955acf949d491297aac4826ce4,2012-01-04T00:00:00.000+05:30,03:08:26,1325646506,misc_net,Flatley-Durgan,1965,38.270652,-84.731946,1
30260722249657,Debra,Davis,834f8e40f1b7331427001ce7198804ef,2012-01-04T00:00:00.000+05:30,03:09:45,1325646585,misc_net,Huel-Langworth,100,43.895609,-84.103311,1
30260722249657,Debra,Davis,e3c0ef05b968ec6b8717269d8a6506b9,2012-01-04T00:00:00.000+05:30,03:11:22,1325646682,shopping_net,"Labadie, Treutel and Bode",131,41.631748,-83.907423,1
4515092388857440,Timothy,Silva,fd6c510a755221dc31d97722e50b692e,2012-01-04T00:00:00.000+05:30,03:17:05,1325647025,shopping_pos,Mohr Inc,522,40.46229,-83.838329,1
30260722249657,Debra,Davis,0fb280a9635a5208d02058f9ecaa0b34,2012-01-04T00:00:00.000+05:30,03:43:59,1325648639,misc_net,"Kerluke, Kertzmann and Wiza",101,43.336152,-81.801405,1
4515092388857440,Timothy,Silva,dd31578a48591281040af8beee106f0f,2012-01-04T00:00:00.000+05:30,03:53:14,1325649194,misc_net,Volkman Ltd,1213,40.489214,-82.900407,1
180036251237802,Melissa,James,499583f58e2b4e1ac7dc4325ddb59167,2012-01-04T00:00:00.000+05:30,04:58:16,1325653096,misc_net,"Johnson, Runolfsdottir and Mayer",1178,36.862826,-84.91117,1
348933408404369,Holly,Martinez,03fde8c24ae1065df2dc32922e6989a2,2012-01-04T00:00:00.000+05:30,15:56:48,1325692608,grocery_pos,Bogisich Inc,1607,33.257062,-82.308571,1
30260722249657,Debra,Davis,ec1875a7338eac22a9eb7740ae9211e4,2012-01-04T00:00:00.000+05:30,17:43:44,1325699024,shopping_net,Terry-Huel,109,42.996163,-83.040839,1
30260722249657,Debra,Davis,c473b89341db4df2a3dea656aafa2467,2012-01-04T00:00:00.000+05:30,18:28:17,1325701697,grocery_pos,"Schoen, Kuphal and Nitzsche",117,41.608547,-82.833291,1
180036251237802,Melissa,James,f8b74394e34facbf2209893249ddd166,2012-01-04T00:00:00.000+05:30,18:36:08,1325702168,shopping_net,Stamm-Witting,2042,37.044473,-82.732793,1
5132731018032805,Scott,Robertson,3cf3ac668ea067a1b9f8ed5fad28f018,2012-01-04T00:00:00.000+05:30,18:43:37,1325702617,grocery_pos,DuBuque LLC,361,35.051372,-108.325095,1
4515092388857440,Timothy,Silva,dc30375543e85ef00857d4a540282afc,2012-01-04T00:00:00.000+05:30,22:02:36,1325714556,grocery_pos,DuBuque LLC,672,43.047294,-81.646718,1
180036251237802,Melissa,James,e8b482a3eb37655c0ce434ca49798458,2012-01-04T00:00:00.000+05:30,22:08:01,1325714881,grocery_pos,Barton Inc,1723,36.423049,-82.077869,1
348933408404369,Holly,Martinez,9ab01f31cb03868c41beef4f2bd74935,2012-01-04T00:00:00.000+05:30,23:08:07,1325718487,entertainment,Padberg-Rogahn,388,32.070263,-82.29422,1
5132731018032805,Scott,Robertson,6a7a7cb673fdbf30d29348d1a9b90634,2012-01-04T00:00:00.000+05:30,23:10:15,1325718615,shopping_net,Cormier LLC,248,32.833392,-108.353356,1
180036251237802,Melissa,James,122b29e9fd69ed43223ad7a56cf38881,2012-01-04T00:00:00.000+05:30,23:11:52,1325718712,shopping_net,Stamm-Witting,2583,38.486696,-84.115076,1
4515092388857440,Timothy,Silva,3f9bcbed05a88edbbd051a0a83df29a1,2012-01-04T00:00:00.000+05:30,23:13:14,1325718794,shopping_net,"Baumbach, Feeney and Morar",1197,42.647132,-81.792874,1
348933408404369,Holly,Martinez,c4770f96b09668ccdb113994ed761469,2012-01-04T00:00:00.000+05:30,23:13:35,1325718815,grocery_pos,Lockman Ltd,1063,33.622039,-83.414951,1
30260722249657,Debra,Davis,1c5e72f8b3a7ced60fff361d1a590927,2012-01-04T00:00:00.000+05:30,23:15:11,1325718911,grocery_pos,Kunze Inc,103,43.660555,-82.126723,1
5132731018032805,Scott,Robertson,f88ece0a58ddb52ea0ed13ba8bfba9ae,2012-01-04T00:00:00.000+05:30,23:15:59,1325718959,grocery_pos,Cartwright-Harris,183,32.821241,-106.763353,1
30260722249657,Debra,Davis,ff89fd8e97fbe06c1ef525333fbc3b92,2012-01-04T00:00:00.000+05:30,23:22:12,1325719332,misc_pos,Flatley Group,133,43.365847,-83.260191,1
30260722249657,Debra,Davis,5b74f820c6f496fc9c74ec68888eb4fb,2012-01-04T00:00:00.000+05:30,23:48:03,1325720883,grocery_pos,Murray-Smitham,105,40.953973,-83.19411,1
5132731018032805,Scott,Robertson,bbfabf6d33c09363e733ea7c972cc14d,2012-01-04T00:00:00.000+05:30,23:53:15,1325721195,grocery_pos,Kiehn-Emmerich,231,32.859924,-107.56576,1
348933408404369,Holly,Martinez,ecff128978609e92412c31a06060bf78,2012-01-05T00:00:00.000+05:30,00:03:29,1325721809,misc_net,McGlynn-Heathcote,2162,33.75589,-82.986089,1
5132731018032805,Scott,Robertson,942da80618a8d46bcd4181ca28668ad6,2012-01-05T00:00:00.000+05:30,00:19:03,1325722743,misc_net,Dach-Nader,486,35.820968,-107.820353,1
6011537727192499,James,Walker,f7de7dcf299af107d23fd6bc9fb11c6b,2012-01-05T00:00:00.000+05:30,01:05:00,1325725500,misc_net,Kuhn LLC,476,40.459557,-93.38918,1
180036251237802,Melissa,James,9d7c4be60bd47ddcf00b4e9653b2c452,2012-01-05T00:00:00.000+05:30,01:17:46,1325726266,shopping_pos,Denesik and Sons,2492,38.050011,-83.086649,1
348933408404369,Holly,Martinez,b5fd6f536939bb08dd3d6dd89fc9ce36,2012-01-05T00:00:00.000+05:30,01:31:47,1325727107,misc_net,Dach-Nader,1007,33.657065,-83.264429,1
5132731018032805,Scott,Robertson,1b2aaf104a45303ade31a574588f3b23,2012-01-05T00:00:00.000+05:30,02:37:33,1325731053,misc_net,"Tillman, Fritsch and Schmitt",228,32.873721,-106.028522,1
30021746099829,James,Rodriguez,1c6e0c754417416ea96028ab56395e20,2012-01-05T00:00:00.000+05:30,12:27:30,1325766450,grocery_pos,Cole PLC,553,41.755421,-95.350604,1
6011537727192499,James,Walker,dcac37563795973ac35bb079271c6d27,2012-01-05T00:00:00.000+05:30,14:43:13,1325774593,grocery_pos,"Schumm, Bauch and Ondricka",1025,40.492978,-96.261204,1
30021746099829,James,Rodriguez,c341e04fc9dcfb9be7e95beaee063f96,2012-01-05T00:00:00.000+05:30,15:33:04,1325777584,shopping_net,"Towne, Greenholt and Koepp",927,42.536365,-95.882432,1
6011537727192499,James,Walker,7d50ee3a66d00ae123de59a26ed5dac9,2012-01-05T00:00:00.000+05:30,16:58:29,1325782709,misc_pos,Torp-Lemke,958,40.527824,-95.869833,1
5132731018032805,Scott,Robertson,385e9a5cf3c18353d65e79c63acce13d,2012-01-05T00:00:00.000+05:30,17:18:10,1325783890,food_dining,Haag-Blanda,423,33.075398,-108.000105,1
180036251237802,Melissa,James,3cdd967c08db68880134b17ee612995d,2012-01-05T00:00:00.000+05:30,22:02:25,1325800945,grocery_pos,Heidenreich PLC,674,36.924184,-82.915449,1
30021746099829,James,Rodriguez,cdd8e4a0bad724c670d93bb194acde05,2012-01-05T00:00:00.000+05:30,22:02:53,1325800973,travel,"Eichmann, Hayes and Treutel",620,41.042461,-97.92798,1
30021746099829,James,Rodriguez,c4abcac71afabd7a47719ea1ee052c4e,2012-01-05T00:00:00.000+05:30,22:03:04,1325800984,grocery_pos,Kutch and Sons,1159,42.767155,-96.07318,1
5132731018032805,Scott,Robertson,9e4fbfbc81ad4d874b367accc3d69dcb,2012-01-05T00:00:00.000+05:30,22:03:50,1325801030,grocery_pos,Vandervort-Funk,370,35.858062,-105.549956,1
6011537727192499,James,Walker,a80cd3a8068b97501f0a5dbbcb22f60e,2012-01-05T00:00:00.000+05:30,22:12:41,1325801561,grocery_pos,Hudson-Ratke,554,38.533392,-93.674884,1
30021746099829,James,Rodriguez,cbe94f52602b8b124e7742627281acb2,2012-01-05T00:00:00.000+05:30,22:15:36,1325801736,gas_transport,Schmitt Inc,1373,42.439604,-97.134104,1
5132731018032805,Scott,Robertson,7e9d35177f8b2ed93794b989e358d139,2012-01-05T00:00:00.000+05:30,22:29:58,1325802598,shopping_pos,Macejkovic-Lesch,551,34.24502,-107.166779,1
180036251237802,Melissa,James,f95517fbc6167e00f6adfb3c6c1f1d03,2012-01-05T00:00:00.000+05:30,22:37:28,1325803048,grocery_pos,"Mosciski, Gislason and Mertz",2361,39.132252,-84.00291,1
348933408404369,Holly,Martinez,13b1a1bbd9267dd39ef04d9045812d0e,2012-01-05T00:00:00.000+05:30,22:42:38,1325803358,shopping_net,"Mosciski, Ziemann and Farrell",1497,31.360966,-83.194294,1
30021746099829,James,Rodriguez,a92747df6ad06f0a1e686cf630125e83,2012-01-05T00:00:00.000+05:30,22:45:53,1325803553,shopping_net,Kuhic LLC,1134,42.443982,-95.394454,1
5132731018032805,Scott,Robertson,20b8f9e3a9fd8e2a3149f0fb00fb46f0,2012-01-05T00:00:00.000+05:30,22:50:07,1325803807,shopping_net,"Romaguera, Cruickshank and Greenholt",325,34.259724,-105.700349,1
180036251237802,Melissa,James,f5ebbe07eb6fbcf3f194cd24f4b9bff8,2012-01-05T00:00:00.000+05:30,22:58:32,1325804312,gas_transport,"Streich, Hansen and Veum",262,38.769577,-83.270116,1
30021746099829,James,Rodriguez,0412e578836a7d0f064ba4f50d3c065d,2012-01-05T00:00:00.000+05:30,22:59:39,1325804379,shopping_net,Kuhic LLC,884,41.923835,-95.051368,1
6011537727192499,James,Walker,623ef606c93a0c8f2f3013405a3af40b,2012-01-05T00:00:00.000+05:30,23:05:34,1325804734,grocery_pos,Barton Inc,1135,38.37269,-95.298758,1
180036251237802,Melissa,James,f5961217ad20bcb888558e451c0555b8,2012-01-05T00:00:00.000+05:30,23:24:16,1325805856,shopping_net,Fisher Inc,2108,37.136794,-84.940593,1
5132731018032805,Scott,Robertson,176b61ed4fa5c15828f163c510db4c90,2012-01-05T00:00:00.000+05:30,23:24:30,1325805870,entertainment,Gibson-Deckow,300,33.651769,-105.376854,1
5132731018032805,Scott,Robertson,f21306f3eaf51c3bcfd2d50f78b73f6c,2012-01-05T00:00:00.000+05:30,23:27:31,1325806051,grocery_pos,"Schoen, Kuphal and Nitzsche",394,35.772945,-106.716732,1
30021746099829,James,Rodriguez,383580924ff1d27e68517fcbfe54dd88,2012-01-05T00:00:00.000+05:30,23:37:05,1325806625,grocery_pos,Pacocha-OReilly,1071,41.380185,-94.981779,1
5132731018032805,Scott,Robertson,b3c08fad49923bb971d33f758212142d,2012-01-05T00:00:00.000+05:30,23:37:07,1325806627,grocery_pos,"Schoen, Kuphal and Nitzsche",379,34.485007,-107.361041,1
30021746099829,James,Rodriguez,95b8d60f4cb1571e4cfd6e21a02af28e,2012-01-05T00:00:00.000+05:30,23:42:25,1325806945,shopping_pos,"Bahringer, Schoen and Corkery",390,42.154759,-98.000942,1
5132731018032805,Scott,Robertson,fc37b804e15c5462a011eb57699c06e0,2012-01-05T00:00:00.000+05:30,23:50:37,1325807437,grocery_pos,Rutherford-Mertz,216,34.162822,-105.436704,1
6011537727192499,James,Walker,fb9bbcaf644509dade30498061bd7faa,2012-01-05T00:00:00.000+05:30,23:51:41,1325807501,grocery_pos,"Kovacek, Dibbert and Ondricka",1358,38.903456,-95.525478,1
6011537727192499,James,Walker,caf2c268d54e6304c6ad4aa28477e891,2012-01-06T00:00:00.000+05:30,00:28:58,1325809738,misc_net,Kuphal-Predovic,439,37.617222,-95.568788,1
6011165671471311,Devin,Hunter,a7b6d2e8a781d13c35ff4d07322ae5c1,2012-01-06T00:00:00.000+05:30,00:42:06,1325810526,shopping_pos,"Nitzsche, Kessler and Wolff",1029,39.2178,-121.6846,1
6011165671471311,Devin,Hunter,860e15d4c547c27c89ff59f4295c2a98,2012-01-06T00:00:00.000+05:30,01:12:11,1325812331,shopping_pos,"Weimann, Kuhic and Beahan",769,36.530588,-123.040627,1
6011537727192499,James,Walker,8545e519bb006678c28021af6a00fd26,2012-01-06T00:00:00.000+05:30,01:39:12,1325813952,misc_net,"Bernier, Volkman and Hoeger",748,38.909668,-93.26755,1
379684560931689,Cindy,Martin,e1ea0568f0fb067d02a9f4ca259a1f67,2012-01-06T00:00:00.000+05:30,03:47:21,1325821641,misc_net,"Lehner, Mosciski and King",605,41.673862,-95.644693,1
379684560931689,Cindy,Martin,e007a87948bef116e408f62958b28c37,2012-01-06T00:00:00.000+05:30,05:15:07,1325826907,personal_care,"Roberts, Ryan and Smith",820,42.172025,-96.759026,1
379684560931689,Cindy,Martin,4fbbf903477fa7fb4ea067590b52935e,2012-01-06T00:00:00.000+05:30,13:11:41,1325855501,shopping_net,Kozey-Boehm,1346,39.907753,-95.020888,1
6011165671471311,Devin,Hunter,d11ba10f787e5eef9f13604c3509dcfe,2012-01-06T00:00:00.000+05:30,17:20:17,1325870417,shopping_net,Jast Ltd,686,37.146192,-122.200513,1
379684560931689,Cindy,Martin,a15c5eab12b63a731ddbbd1624f6d0fa,2012-01-06T00:00:00.000+05:30,19:22:03,1325877723,gas_transport,"Raynor, Reinger and Hagenes",346,40.506301,-96.025746,1
379684560931689,Cindy,Martin,edde6b0e570c73e897eeacd210829cd0,2012-01-06T00:00:00.000+05:30,21:21:35,1325884895,grocery_pos,"Goldner, Kovacek and Abbott",721,40.199257,-96.064322,1
6011165671471311,Devin,Hunter,9413e184b6546a5000031ea74d057cc0,2012-01-06T00:00:00.000+05:30,21:50:10,1325886610,shopping_net,Fisher-Schowalter,1093,36.3773,-121.427778,1
6011165671471311,Devin,Hunter,d0e3eaad6e6cbd107cb795112706c645,2012-01-06T00:00:00.000+05:30,22:01:56,1325887316,gas_transport,"Olson, Becker and Koch",1145,36.97491,-120.932825,1
6011165671471311,Devin,Hunter,1be4a7c75d219de185600f7b7c87a9c0,2012-01-06T00:00:00.000+05:30,22:15:07,1325888107,gas_transport,"Raynor, Feest and Miller",549,37.612125,-121.08655,1
379684560931689,Cindy,Martin,e551f91aae874ac41e4dc34e78ecd08a,2012-01-06T00:00:00.000+05:30,22:25:14,1325888714,grocery_pos,Deckow-OConner,1971,39.966486,-96.778523,1
30021746099829,James,Rodriguez,c5107cf06dab9dc9fb2575acd823aee6,2012-01-06T00:00:00.000+05:30,22:39:23,1325889563,grocery_pos,Heidenreich PLC,256,41.238849,-98.005397,1
6011537727192499,James,Walker,2bff88265e28cd5f33ca6574ece083c1,2012-01-06T00:00:00.000+05:30,22:52:39,1325890359,shopping_net,Auer-West,1051,37.917183,-93.506216,1
30021746099829,James,Rodriguez,be79526337803f8e171b9e33c6397a78,2012-01-06T00:00:00.000+05:30,22:55:19,1325890519,misc_pos,Gislason Group,1256,41.131247,-95.671122,1
30021746099829,James,Rodriguez,c2c3cbf85fd81233afb5bdcc515cfd59,2012-01-06T00:00:00.000+05:30,23:16:37,1325891797,grocery_pos,"Casper, Hand and Zulauf",394,43.265971,-95.557303,1
6011537727192499,James,Walker,eaec961e54484d23799a6386fe6ab789,2012-01-06T00:00:00.000+05:30,23:58:17,1325894297,grocery_pos,Vandervort-Funk,1219,39.488533,-94.802365,1
3593533875650654,Cindy,Ray,db231930713d0e3bc09d5f736456e092,2012-01-07T00:00:00.000+05:30,01:04:00,1325898240,gas_transport,Luettgen PLC,126,40.315689,-87.871549,1
3593533875650654,Cindy,Ray,7375ee9e49e8b74a12d49412168f25e1,2012-01-07T00:00:00.000+05:30,02:11:31,1325902291,shopping_pos,Stoltenberg-Beatty,125,40.630496,-89.484667,1
3593533875650654,Cindy,Ray,a681aa80abc9f7a91e8e343ba52ed570,2012-01-07T00:00:00.000+05:30,02:50:34,1325904634,travel,"Kilback, Nitzsche and Leffler",99,40.950226,-87.269371,1
3593533875650654,Cindy,Ray,e31c0b5cdecfc01f9b8351de7e459470,2012-01-07T00:00:00.000+05:30,03:35:09,1325907309,shopping_pos,"Douglas, Schneider and Turner",126,40.396302,-88.914735,1
676165681542,John,Garcia,fad8536beeed1c640bbb3f815d6b4d15,2012-01-07T00:00:00.000+05:30,08:56:39,1325926599,shopping_pos,"Swaniawski, Lowe and Robel",272,45.864942,-122.297378,1
6011165671471311,Devin,Hunter,11409ffac259bd1440d90cb67129ccc0,2012-01-07T00:00:00.000+05:30,10:47:28,1325933248,shopping_pos,Kuhn LLC,377,39.36611,-120.85746,1
676165681542,John,Garcia,9a98420a5c292ab89cafd5a4832e515f,2012-01-07T00:00:00.000+05:30,11:44:27,1325936667,shopping_pos,Hudson-Grady,218,43.460305,-122.714836,1
379684560931689,Cindy,Martin,ba03840a7d4d121725fc72d099ae89b8,2012-01-07T00:00:00.000+05:30,16:23:14,1325953394,food_dining,Bahringer-Streich,2181,41.556937,-96.971414,1
6011165671471311,Devin,Hunter,1957c1b4b12ffa28a00a2f95ab3fe808,2012-01-07T00:00:00.000+05:30,17:31:04,1325957464,grocery_pos,Murray-Smitham,1171,36.475152,-123.983273,1
3593533875650654,Cindy,Ray,7e5bf38cf0d9469c44582f5f074e3d71,2012-01-07T00:00:00.000+05:30,22:02:35,1325973755,shopping_net,"Kuhic, Bins and Pfeffer",118,43.150952,-88.082521,1
3593533875650654,Cindy,Ray,5df86bbfcb14ee364e0e6af3cd765206,2012-01-07T00:00:00.000+05:30,22:12:38,1325974358,shopping_net,"Heathcote, Yost and Kertzmann",124,42.496387,-89.444639,1
6011165671471311,Devin,Hunter,4d9e7792f7fe673c3c08ef0a0e53a360,2012-01-07T00:00:00.000+05:30,22:30:10,1325975410,grocery_pos,"Schultz, Simonis and Little",496,38.920968,-122.388238,1
6011165671471311,Devin,Hunter,d64a73345a245c55c1cec9c5ffd36f17,2012-01-07T00:00:00.000+05:30,22:47:23,1325976443,shopping_net,Gerlach Inc,1122,37.202723,-123.70687,1
676165681542,John,Garcia,fb3317e878508663ef2905c23134d8ca,2012-01-07T00:00:00.000+05:30,22:54:18,1325976858,shopping_net,Fisher-Schowalter,1046,45.312792,-121.443356,1
379684560931689,Cindy,Martin,896205bdcc31ee72a68539d35e7aee96,2012-01-07T00:00:00.000+05:30,23:12:03,1325977923,grocery_pos,Kutch and Sons,1501,39.531853,-95.363732,1
676165681542,John,Garcia,f8696a67ade91d92cf9f9d1ae9b19fcd,2012-01-07T00:00:00.000+05:30,23:12:44,1325977964,grocery_pos,Vandervort-Funk,1069,46.256944,-122.626672,1
6011165671471311,Devin,Hunter,d1058f30993a476c37c69f606bc064ab,2012-01-07T00:00:00.000+05:30,23:18:36,1325978316,gas_transport,"Streich, Hansen and Veum",366,37.100631,-123.907223,1
3593533875650654,Cindy,Ray,38d2356b272949aceb092e5a38b5a98a,2012-01-07T00:00:00.000+05:30,23:19:07,1325978347,grocery_pos,"Kovacek, Dibbert and Ondricka",104,40.301477,-88.678403,1
6011165671471311,Devin,Hunter,d5459cb413b21d7e67cdb51aa21eab32,2012-01-07T00:00:00.000+05:30,23:28:17,1325978897,shopping_net,Fisher Inc,964,38.478585,-123.716284,1
3593533875650654,Cindy,Ray,ff6cc7c1458242dbf52c0059bfa7910b,2012-01-07T00:00:00.000+05:30,23:48:43,1325980123,shopping_net,"Reichert, Huels and Hoppe",103,42.807207,-88.892245,1
379684560931689,Cindy,Martin,5a5378747f2e3369eb14d252a354c30e,2012-01-07T00:00:00.000+05:30,23:48:50,1325980130,shopping_net,"Stanton, Jakubowski and Baumbach",1611,41.1636,-96.948032,1
3593533875650654,Cindy,Ray,b212de4769ae2d9f029b833efb083b93,2012-01-07T00:00:00.000+05:30,23:54:03,1325980443,shopping_net,Price Inc,105,40.262594,-89.985783,1
3593533875650654,Cindy,Ray,6d5e7da06d7c25a38db5ce40875c835d,2012-01-07T00:00:00.000+05:30,23:54:13,1325980453,shopping_net,Terry-Huel,112,40.930905,-87.023055,1
379684560931689,Cindy,Martin,947ff9d0463f147bba0bd5c68295578d,2012-01-07T00:00:00.000+05:30,23:54:28,1325980468,gas_transport,"Kutch, Hermiston and Farrell",913,42.524982,-94.994171,1
676165681542,John,Garcia,6ca004d510bedadff53d53f4080ac2e0,2012-01-08T00:00:00.000+05:30,03:11:30,1325992290,shopping_pos,Pagac LLC,803,43.952855,-124.432594,1
3593533875650654,Cindy,Ray,deb67bf385a1a69d925820515659600b,2012-01-08T00:00:00.000+05:30,03:25:57,1325993157,shopping_net,"Ruecker, Beer and Collier",100,43.008526,-88.941065,1
3593533875650654,Cindy,Ray,08ad8c1a146e1466759f892693a9926f,2012-01-08T00:00:00.000+05:30,03:27:21,1325993241,gas_transport,"Tillman, Dickinson and Labadie",122,42.26136,-88.752296,1
3593533875650654,Cindy,Ray,ff71daa33889a9551982f805a7302a07,2012-01-08T00:00:00.000+05:30,03:32:48,1325993568,gas_transport,"Kutch, Hermiston and Farrell",100,40.582639,-88.764959,1
5264302655249852,Daniel,Perry,738fe82839d73f5a0a9a5896eea9e568,2012-01-08T00:00:00.000+05:30,03:40:06,1325994006,misc_net,"Kerluke, Kertzmann and Wiza",811,33.092091,-89.183598,1
3593533875650654,Cindy,Ray,310fae9c425295c88c04d199efa5bff5,2012-01-08T00:00:00.000+05:30,03:50:20,1325994620,grocery_net,Cummings Group,122,42.679456,-87.628506,1
676165681542,John,Garcia,156d2b8a108d36c6c01b97f0a071b0bf,2012-01-08T00:00:00.000+05:30,15:45:07,1326037507,home,"Durgan, Gislason and Spencer",307,44.411264,-122.67079,1
